"Variable","Importance"
"T_mean",0.122439577947528
"T_seasonal",0.0591993373989711
"P_annual",0.0576864565725491
"P_seasonal",0.162174551848902
"snow_mean",0.00166872895760008
"permafrost",0
"dem_mean",0.0396023263421176
"roughness",0.03147831796937
"river_length",0.0403323715849456
"lake_dist",0.0834633479194672
"sea_dist",0.0212282068323939
"woodland",0.020471039823719
"swamp",0
"soil_quality",0.0101151304365249
"biodiversity",0.139804319686593
