"Variable","Importance"
"T_mean",1.33390173328204
"T_seasonal",1.27065645523355
"P_annual",1.06892588782969
"P_seasonal",0.53409677628555
"snow_mean",1.12041992032965
"permafrost",0.731905289898858
"dem_mean",0.963828279713446
"roughness",0.774551203346355
"river_length",0.417452636962172
"lake_dist",0.497138146767045
"sea_dist",0.759455176886101
"woodland",0.343777978802636
"swamp",0.568512951763686
"soil_quality",0.751058132145021
"biodiversity",1.07219322151486
