"Variable","Importance"
"T_mean",1.16617302687682
"T_seasonal",2.10604958099911
"P_annual",1.20266789393713
"P_seasonal",1.92207826516952
"snow_mean",2.10058700634442
"permafrost",0.394866152341725
"dem_mean",1.07476483770276
"roughness",1.17457925027265
"river_length",0.544847796342589
"lake_dist",0.836552673407993
"sea_dist",1.51013016425824
"woodland",0.325412846716948
"swamp",0.111593258799283
"soil_quality",0.682441060083049
"biodiversity",1.12654409546577
