"Variable","Importance"
"T_mean",0.160885383590242
"T_seasonal",0.173762233785169
"P_annual",0.183135785110745
"P_seasonal",0.080924609569858
"snow_mean",0.2443956199702
"permafrost",2.21859933577662e-05
"dem_mean",0.0956593611743441
"roughness",0.116498053297168
"river_length",0.0673074692566747
"lake_dist",0.135809671526449
"sea_dist",0.140561146033364
"woodland",0.105103574481184
"swamp",0.00482378277121843
"soil_quality",0.127584765526553
"biodiversity",0.207963942895097
