"Variable","Importance"
"T_mean",0.124708100599941
"T_seasonal",0.114229066156473
"P_annual",0.150848625620259
"P_seasonal",0.110564906689939
"snow_mean",0.142515432349781
"permafrost",0.0732048695083661
"dem_mean",0.210361386861149
"roughness",0.199316724179229
"river_length",0.0524579695858009
"lake_dist",0.145340952873447
"sea_dist",0.131427848223466
"woodland",0.0212279872735873
"swamp",0.00640858910430967
"soil_quality",0.0971760727888683
"biodiversity",0.0691226452511861
