"Variable","Importance"
"T_mean",0.101768433806117
"T_seasonal",0.054773519814113
"P_annual",0.01784049073756
"P_seasonal",0.108036957008509
"snow_mean",0.0227607949556015
"permafrost",0
"dem_mean",0.0344102292824097
"roughness",0.0370148808784962
"river_length",0.0242901047527923
"lake_dist",0.0854471789500205
"sea_dist",0.0748996036758511
"woodland",0.011327930283866
"swamp",0
"soil_quality",0.0543161112237079
"biodiversity",0.0417476435534515
