"Variable","Importance"
"T_mean",1.87127509358167
"T_seasonal",1.90846079859047
"P_annual",1.94848837169216
"P_seasonal",1.4195322742244
"snow_mean",0.736789357616598
"permafrost",0.714913010965242
"dem_mean",1.29916190216782
"roughness",1.34513451832144
"river_length",0.743737759290522
"lake_dist",0.923810393875396
"sea_dist",1.21690711600336
"woodland",0.55740113531853
"swamp",0.649388389090919
"soil_quality",0.99537821861463
"biodiversity",3.92626874677624
