"Variable","Importance"
"T_mean",21.2267690097348
"T_seasonal",15.6378502545711
"P_annual",20.239510908872
"P_seasonal",14.7774488274757
"snow_mean",10.1557469257222
"permafrost",10.8128977694773
"dem_mean",15.7635919723298
"roughness",15.8467510704986
"river_length",5.39335274388918
"lake_dist",6.36330600570573
"sea_dist",14.078119261663
"woodland",5.54091628952352
"swamp",5.2335436865405
"soil_quality",4.47258775847789
"biodiversity",22.5730997459541
